time,	w_est,	w_final_filt,	th_r_est,	v_qd_r.q,	v_qd_r.d,	i_qd_r_tot.q,	i_qd_r_tot.d,	i_qd_r_hf.q,	i_qd_r_hf.d,	i_qd_r.q,	i_qd_r.d
0.01415,	6.10305,	34.2303,	0.923001,	0.0155544,	0.678359,	-0.135323,	17.9154,	-0.220796,	18.1224,	0.085473,	-0.207035
0.014175,	6.94551,	34.1142,	0.923328,	0.0149262,	-1.33982,	-0.136037,	19.9785,	-0.220398,	20.1468,	0.0843609,	-0.168299
0.0142,	6.94551,	34.1142,	0.923328,	0.0149262,	-1.33982,	-0.136037,	19.9785,	-0.220398,	20.1468,	0.0843609,	-0.168299
0.014225,	15.9904,	34.0319,	0.923901,	0.0110705,	-3.06579,	-0.0918722,	17.6924,	-0.174862,	17.7892,	0.0829898,	-0.0967973
0.01425,	15.9904,	34.0319,	0.923901,	0.0110705,	-3.06579,	-0.0918722,	17.6924,	-0.174862,	17.7892,	0.0829898,	-0.0967973
0.014275,	25.7387,	34.0055,	0.924944,	0.0048342,	-4.1234,	-0.0195303,	11.5507,	-0.101062,	11.5587,	0.0815316,	-0.00799724
0.0143,	25.7387,	34.0055,	0.924944,	0.0048342,	-4.1234,	-0.0195303,	11.5507,	-0.101062,	11.5587,	0.0815316,	-0.00799724
0.014325,	29.218,	34.012,	0.926318,	-0.0024474,	-4.28215,	0.0691545,	2.89254,	-0.0110221,	2.81367,	0.0801766,	0.0788645
0.01435,	29.218,	34.012,	0.926318,	-0.0024474,	-4.28215,	0.0691545,	2.89254,	-0.0110221,	2.81367,	0.0801766,	0.0788645
0.014375,	23.7569,	34.0085,	0.927643,	-0.00919525,	-3.50748,	0.163996,	-6.39448,	0.0848849,	-6.53945,	0.0791106,	0.144974
0.0144,	23.7569,	34.0085,	0.927643,	-0.00919525,	-3.50748,	0.163996,	-6.39448,	0.0848849,	-6.53945,	0.0791106,	0.144974
0.014425,	13.3751,	33.9583,	0.928571,	-0.0139182,	-1.96828,	0.244462,	-14.2861,	0.165989,	-14.4621,	0.0784733,	0.17604
0.01445,	13.3751,	33.9583,	0.928571,	-0.0139182,	-1.96828,	0.244462,	-14.2861,	0.165989,	-14.4621,	0.0784733,	0.17604
0.014475,	7.26315,	33.8593,	0.929087,	-0.0155801,	-6.70735e-05,	0.283559,	-19.0622,	0.205251,	-19.2276,	0.0783074,	0.165409
0.0145,	7.26315,	33.8593,	0.929087,	-0.0155801,	-6.70735e-05,	0.283559,	-19.0622,	0.205251,	-19.2276,	0.0783074,	0.165409
0.014525,	11.0606,	33.7557,	0.929545,	-0.0138388,	1.96867,	0.2681,	-19.682,	0.189559,	-19.7975,	0.0785405,	0.115518
0.01455,	11.0606,	33.7557,	0.929545,	-0.0138388,	1.96867,	0.2681,	-19.682,	0.189559,	-19.7975,	0.0785405,	0.115518
0.014575,	20.8848,	33.6973,	0.930344,	-0.00911308,	3.50807,	0.207766,	-16.0095,	0.128751,	-16.0469,	0.0790148,	0.0373581
0.0146,	20.8848,	33.6973,	0.930344,	-0.00911308,	3.50807,	0.207766,	-16.0095,	0.128751,	-16.0469,	0.0790148,	0.0373581
0.014625,	28.216,	33.6898,	0.931571,	-0.00242487,	4.28267,	0.119325,	-8.84542,	0.0397962,	-8.7935,	0.079529,	-0.0519153
0.01465,	28.216,	33.6898,	0.931571,	-0.00242487,	4.28267,	0.119325,	-8.84542,	0.0397962,	-8.7935,	0.079529,	-0.0519153
0.014675,	26.7388,	33.697,	0.932945,	0.00479032,	4.12368,	0.0145879,	0.248299,	-0.0652785,	0.381025,	0.0798664,	-0.132726
0.0147,	26.7388,	33.697,	0.932945,	0.00479032,	4.12368,	0.0145879,	0.248299,	-0.0652785,	0.381025,	0.0798664,	-0.132726
0.014725,	16.1279,	33.6703,	0.934017,	0.0109526,	3.06586,	-0.0904489,	9.28922,	-0.170278,	9.47657,	0.0798292,	-0.187345
0.01475,	16.1279,	33.6703,	0.934017,	0.0109526,	3.06586,	-0.0904489,	9.28922,	-0.170278,	9.47657,	0.0798292,	-0.187345
0.014775,	4.02042,	33.5801,	0.93452,	0.0146915,	1.33982,	-0.167325,	16.3067,	-0.24662,	16.5104,	0.0792947,	-0.203754
0.0148,	4.02042,	33.5801,	0.93452,	0.0146915,	1.33982,	-0.167325,	16.3067,	-0.24662,	16.5104,	0.0792947,	-0.203754
0.014825,	0.86664,	33.4473,	0.934643,	0.0151968,	-0.678179,	-0.188832,	19.7712,	-0.267096,	19.9494,	0.0782642,	-0.178264
0.01485,	0.86664,	33.4473,	0.934643,	0.0151968,	-0.678179,	-0.188832,	19.7712,	-0.267096,	19.9494,	0.0782642,	-0.178264
0.014875,	9.16125,	33.3348,	0.934893,	0.0124057,	-2.54828,	-0.151564,	18.9276,	-0.228423,	19.0439,	0.0768589,	-0.116322
0.0149,	9.16125,	33.3348,	0.934893,	0.0124057,	-2.54828,	-0.151564,	18.9276,	-0.228423,	19.0439,	0.0768589,	-0.116322
0.014925,	21.5075,	33.2867,	0.93566,	0.00695161,	-3.86286,	-0.073801,	13.9601,	-0.149073,	13.9914,	0.0752721,	-0.0313203
0.01495,	21.5075,	33.2867,	0.93566,	0.00695161,	-3.86286,	-0.073801,	13.9601,	-0.149073,	13.9914,	0.0752721,	-0.0313203
0.014975,	28.6515,	33.2908,	0.936914,	2.42398e-07,	-4.33674,	0.0270357,	5.95149,	-0.0466915,	5.89317,	0.0737272,	0.0583193
0.015,	28.6515,	33.2908,	0.936914,	2.42398e-07,	-4.33674,	0.0270357,	5.95149,	-0.0466915,	5.89317,	0.0737272,	0.0583193
0.015025,	25.4236,	33.3,	0.938266,	-0.00695578,	-3.86387,	0.139639,	-3.35464,	0.0671868,	-3.4878,	0.0724518,	0.13316
0.01505,	25.4236,	33.3,	0.938266,	-0.00695578,	-3.86387,	0.139639,	-3.35464,	0.0671868,	-3.4878,	0.0724518,	0.13316
0.015075,	13.8581,	33.2646,	0.939248,	-0.0123817,	-2.54884,	0.244339,	-11.9282,	0.172702,	-12.1052,	0.0716366,	0.176989
0.0151,	13.8581,	33.2646,	0.939248,	-0.0123817,	-2.54884,	0.244339,	-11.9282,	0.172702,	-12.1052,	0.0716366,	0.176989
0.015125,	3.70849,	33.1654,	0.939687,	-0.0150705,	-0.678363,	0.309616,	-17.8998,	0.238241,	-18.0801,	0.0713752,	0.18035
0.01515,	3.70849,	33.1654,	0.939687,	-0.0150705,	-0.678363,	0.309616,	-17.8998,	0.238241,	-18.0801,	0.0713752,	0.18035
0.015175,	4.33049,	33.0394,	0.939888,	-0.014456,	1.33981,	0.312288,	-19.9679,	0.240664,	-20.1105,	0.0716247,	0.14261
0.0152,	4.33049,	33.0394,	0.939888,	-0.014456,	1.33981,	0.312288,	-19.9679,	0.240664,	-20.1105,	0.0716247,	0.14261
0.015225,	14.707,	32.9516,	0.940364,	-0.0107191,	3.06579,	0.256486,	-17.6821,	0.184259,	-17.7542,	0.0722266,	0.0720908
0.01525,	14.707,	32.9516,	0.940364,	-0.0107191,	3.06579,	0.256486,	-17.6821,	0.184259,	-17.7542,	0.0722266,	0.0720908
0.015275,	25.5344,	32.929,	0.94137,	-0.00468117,	4.1234,	0.162471,	-11.5409,	0.0895125,	-11.5252,	0.0729583,	-0.0157443
0.0153,	25.5344,	32.929,	0.94137,	-0.00468117,	4.1234,	0.162471,	-11.5409,	0.0895125,	-11.5252,	0.0729583,	-0.0157443
0.015325,	27.9989,	32.9418,	0.942708,	0.00237039,	4.28215,	0.0460432,	-2.88327,	-0.027528,	-2.78161,	0.0735711,	-0.101659
0.01535,	27.9989,	32.9418,	0.942708,	0.00237039,	4.28215,	0.0460432,	-2.88327,	-0.027528,	-2.78161,	0.0735711,	-0.101659
0.015375,	19.0177,	32.9345,	0.943884,	0.00890484,	3.50748,	-0.0778973,	6.40372,	-0.151721,	6.57055,	0.0738232,	-0.16684
0.0154,	19.0177,	32.9345,	0.943884,	0.00890484,	3.50748,	-0.0778973,	6.40372,	-0.151721,	6.57055,	0.0738232,	-0.16684
0.015425,	4.41127,	32.8611,	0.944469,	0.0134685,	1.96828,	-0.181253,	14.2957,	-0.25479,	14.4927,	0.0735366,	-0.196995
0.01545,	4.41127,	32.8611,	0.944469,	0.0134685,	1.96828,	-0.181253,	14.2957,	-0.25479,	14.4927,	0.0735366,	-0.196995
0.015475,	-3.58715,	32.7234,	0.94449,	0.0150575,	7.01744e-05,	-0.229324,	19.0722,	-0.301986,	19.2577,	0.0726618,	-0.185471
0.0155,	-3.58715,	32.7234,	0.94449,	0.0150575,	7.01744e-05,	-0.229324,	19.0722,	-0.301986,	19.2577,	0.0726618,	-0.185471
0.015525,	2.0071,	32.5831,	0.944451,	0.0133581,	-1.96867,	-0.207526,	19.692,	-0.278823,	19.8267,	0.0712965,	-0.134704
0.01555,	2.0071,	32.5831,	0.944451,	0.0133581,	-1.96867,	-0.207526,	19.692,	-0.278823,	19.8267,	0.0712965,	-0.134704
0.015575,	15.742,	32.506,	0.944894,	0.00879092,	-3.50807,	-0.131242,	16.0191,	-0.200883,	16.0748,	0.0696411,	-0.0556875
0.0156,	15.742,	32.506,	0.944894,	0.00879092,	-3.50807,	-0.131242,	16.0191,	-0.200883,	16.0748,	0.0696411,	-0.0556875
0.015625,	26.698,	32.4991,	0.945955,	0.00233918,	-4.28266,	-0.0232911,	8.85442,	-0.0912342,	8.82,	0.0679431,	0.0344228
0.01565,	26.698,	32.4991,	0.945955,	0.00233918,	-4.28266,	-0.0232911,	8.85442,	-0.0912342,	8.82,	0.0679431,	0.0344228
0.015675,	27.037,	32.5174,	0.947299,	-0.00462261,	-4.12369,	0.102183,	-0.240204,	0.0357194,	-0.356253,	0.0664639,	0.116049
0.0157,	27.037,	32.5174,	0.947299,	-0.00462261,	-4.12369,	0.102183,	-0.240204,	0.0357194,	-0.356253,	0.0664639,	0.116049
0.015725,	16.0707,	32.5013,	0.948376,	-0.0105724,	-3.06586,	0.227581,	-9.2824,	0.162139,	-9.45386,	0.0654411,	0.171459
0.01575,	16.0707,	32.5013,	0.948376,	-0.0105724,	-3.06586,	0.227581,	-9.2824,	0.162139,	-9.45386,	0.0654411,	0.171459
0.015775,	2.49115,	32.4134,	0.94884,	-0.0141811,	-1.33983,	0.320236,	-16.2958,	0.255211,	-16.4844,	0.0650243,	0.188643
0.0158,	2.49115,	32.4134,	0.94884,	-0.0141811,	-1.33983,	0.320236,	-16.2958,	0.255211,	-16.4844,	0.0650243,	0.188643
0.015825,	-1.40065,	32.2746,	0.948868,	-0.014664,	0.678175,	0.347629,	-19.7591,	0.282412,	-19.923,	0.0652166,	0.163916
0.01585,	-1.40065,	32.2746,	0.948868,	-0.014664,	0.678175,	0.347629,	-19.7591,	0.282412,	-19.923,	0.0652166,	0.163916
0.015875,	7.64056,	32.1562,	0.949024,	-0.0119671,	2.54827,	0.304231,	-18.916,	0.238355,	-19.0187,	0.065876,	0.102721
0.0159,	7.64056,	32.1562,	0.949024,	-0.0119671,	2.54827,	0.304231,	-18.916,	0.238355,	-19.0187,	0.065876,	0.102721
0.015925,	21.0913,	32.1095,	0.949742,	-0.00670577,	3.86286,	0.210508,	-13.951,	0.143738,	-13.9694,	0.0667703,	0.0184483
0.01595,	21.0913,	32.1095,	0.949742,	-0.00670577,	3.86286,	0.210508,	-13.951,	0.143738,	-13.9694,	0.0667703,	0.0184483
0.015975,	27.9797,	32.1197,	0.950969,	-2.462e-07,	4.33674,	0.0873199,	-5.94634,	0.0196923,	-5.87585,	0.0676275,	-0.0704907
0.016,	27.9797,	32.1197,	0.950969,	-2.462e-07,	4.33674,	0.0873199,	-5.94634,	0.0196923,	-5.87585,	0.0676275,	-0.0704907
0.016025,	22.2824,	32.1296,	0.952225,	0.0067113,	3.86387,	-0.0504109,	3.355,	-0.118581,	3.49966,	0.0681703,	-0.144667
0.01605,	22.2824,	32.1296,	0.952225,	0.0067113,	3.86387,	-0.0504109,	3.355,	-0.118581,	3.49966,	0.0681703,	-0.144667
0.016075,	6.95111,	32.0798,	0.952956,	0.0119407,	2.54884,	-0.177293,	11.9238,	-0.245461,	12.1117,	0.0681681,	-0.187876
0.0161,	6.95111,	32.0798,	0.952956,	0.0119407,	2.54884,	-0.177293,	11.9238,	-0.245461,	12.1117,	0.0681681,	-0.187876
0.016125,	-5.75525,	31.9502,	0.952986,	0.0145183,	0.678365,	-0.25465,	17.8918,	-0.322162,	18.0825,	0.0675124,	-0.190666
0.01615,	-5.75525,	31.9502,	0.952986,	0.0145183,	0.678365,	-0.25465,	17.8918,	-0.322162,	18.0825,	0.0675124,	-0.190666
0.016175,	-4.58359,	31.7899,	0.952727,	0.0139092,	-1.33981,	-0.255895,	19.9587,	-0.322154,	20.1111,	0.0662593,	-0.152402
0.0162,	-4.58359,	31.7899,	0.952727,	0.0139092,	-1.33981,	-0.255895,	19.9587,	-0.322154,	20.1111,	0.0662593,	-0.152402
0.016225,	8.81803,	31.6799,	0.952833,	0.0103054,	-3.06579,	-0.188578,	17.6743,	-0.253178,	17.7557,	0.0646004,	-0.0814011
0.01625,	8.81803,	31.6799,	0.952833,	0.0103054,	-3.06579,	-0.188578,	17.6743,	-0.253178,	17.7557,	0.0646004,	-0.0814011
0.016275,	23.0872,	31.6528,	0.953631,	0.00449977,	-4.1234,	-0.0787945,	11.5369,	-0.141591,	11.53,	0.062797,	0.00688382
0.0163,	23.0872,	31.6528,	0.953631,	0.00449977,	-4.1234,	-0.0787945,	11.5369,	-0.141591,	11.53,	0.062797,	0.00688382
0.016325,	27.8128,	31.6734,	0.954903,	-0.00227911,	-4.28215,	0.0546933,	2.88466,	-0.0064425,	2.79143,	0.0611358,	0.0932296
0.01635,	27.8128,	31.6734,	0.954903,	-0.00227911,	-4.28215,	0.0546933,	2.88466,	-0.0064425,	2.79143,	0.0611358,	0.0932296
0.016375,	19.2441,	31.677,	0.95608,	-0.00856484,	-3.50748,	0.195963,	-6.39614,	0.136069,	-6.55498,	0.0598939,	0.158836
0.0164,	19.2441,	31.677,	0.95608,	-0.00856484,	-3.50748,	0.195963,	-6.39614,	0.136069,	-6.55498,	0.0598939,	0.158836
0.016425,	3.64044,	31.6096,	0.956652,	-0.0129556,	-1.96828,	0.314343,	-14.2824,	0.255066,	-14.4719,	0.0592766,	0.189422
0.01645,	3.64044,	31.6096,	0.956652,	-0.0129556,	-1.96828,	0.314343,	-14.2824,	0.255066,	-14.4719,	0.0592766,	0.189422
0.016475,	-5.31796,	31.4702,	0.95661,	-0.0144808,	-7.32753e-05,	0.370646,	-19.0555,	0.311302,	-19.2338,	0.0593442,	0.178341
0.0165,	-5.31796,	31.4702,	0.95661,	-0.0144808,	-7.32753e-05,	0.370646,	-19.0555,	0.311302,	-19.2338,	0.0593442,	0.178341
0.016525,	0.471699,	31.3252,	0.956489,	-0.0128424,	1.96866,	0.347171,	-19.6749,	0.287182,	-19.8029,	0.0599887,	0.128027
0.01655,	0.471699,	31.3252,	0.956489,	-0.0128424,	1.96866,	0.347171,	-19.6749,	0.287182,	-19.8029,	0.0599887,	0.128027
0.016575,	15.1117,	31.2478,	0.956878,	-0.00845067,	3.50807,	0.259956,	-16.0049,	0.198974,	-16.0544,	0.0609816,	0.0494649
0.0166,	15.1117,	31.2478,	0.956878,	-0.00845067,	3.50807,	0.259956,	-16.0049,	0.198974,	-16.0544,	0.0609816,	0.0494649
0.016625,	26.2589,	31.2459,	0.957913,	-0.00224899,	4.28266,	0.134571,	-8.84544,	0.0725349,	-8.80524,	0.0620361,	-0.0401995
0.01665,	26.2589,	31.2459,	0.957913,	-0.00224899,	4.28266,	0.134571,	-8.84544,	0.0725349,	-8.80524,	0.0620361,	-0.0401995
0.016675,	25.0124,	31.2674,	0.959194,	0.00444491,	4.12369,	-0.0119145,	0.242444,	-0.0747626,	0.363847,	0.0628481,	-0.121403
0.0167,	25.0124,	31.2674,	0.959194,	0.00444491,	4.12369,	-0.0119145,	0.242444,	-0.0747626,	0.363847,	0.0628481,	-0.121403
0.016725,	10.9284,	31.2436,	0.960093,	0.0101632,	3.06587,	-0.157689,	9.27755,	-0.220831,	9.45398,	0.063142,	-0.176426
0.01675,	10.9284,	31.2436,	0.960093,	0.0101632,	3.06587,	-0.157689,	9.27755,	-0.220831,	9.45398,	0.063142,	-0.176426
0.016775,	-5.46988,	31.1332,	0.960229,	0.013621,	1.33983,	-0.264009,	16.2905,	-0.326757,	16.4838,	0.0627475,	-0.193258
0.0168,	-5.46988,	31.1332,	0.960229,	0.013621,	1.33983,	-0.264009,	16.2905,	-0.326757,	16.4838,	0.0627475,	-0.193258
0.016825,	-9.82085,	30.9641,	0.959847,	0.0140685,	-0.678173,	-0.293871,	19.7529,	-0.355536,	19.9211,	0.0616654,	-0.168213
0.01685,	-9.82085,	30.9641,	0.959847,	0.0140685,	-0.678173,	-0.293871,	19.7529,	-0.355536,	19.9211,	0.0616654,	-0.168213
0.016875,	1.31014,	30.8219,	0.959634,	0.0114705,	-2.54827,	-0.242945,	18.9102,	-0.303006,	19.0169,	0.0600616,	-0.106731
0.0169,	1.31014,	30.8219,	0.959634,	0.0114705,	-2.54827,	-0.242945,	18.9102,	-0.303006,	19.0169,	0.0600616,	-0.106731
0.016925,	17.8237,	30.7665,	0.960113,	0.00642531,	-3.86286,	-0.136717,	13.9462,	-0.194917,	13.9684,	0.0582004,	-0.022198
0.01695,	17.8237,	30.7665,	0.960113,	0.00642531,	-3.86286,	-0.136717,	13.9462,	-0.194917,	13.9684,	0.0582004,	-0.022198
0.016975,	27.1647,	30.7808,	0.961237,	2.44377e-07,	-4.33674,	0.000425816,	5.94312,	-0.0559601,	5.87614,	0.0563859,	0.0669794
0.017,	27.1647,	30.7808,	0.961237,	2.44377e-07,	-4.33674,	0.000425816,	5.94312,	-0.0559601,	5.87614,	0.0563859,	0.0669794
0.017025,	22.4729,	30.8005,	0.962478,	-0.00643366,	-3.86387,	0.15258,	-3.35662,	0.097654,	-3.49799,	0.0549259,	0.141377
0.01705,	22.4729,	30.8005,	0.962478,	-0.00643366,	-3.86387,	0.15258,	-3.35662,	0.097654,	-3.49799,	0.0549259,	0.141377
0.017075,	6.70061,	30.7589,	0.963208,	-0.011449,	-2.54884,	0.292973,	-11.9242,	0.238896,	-12.109,	0.0540764,	0.184793
0.0171,	6.70061,	30.7589,	0.963208,	-0.011449,	-2.54884,	0.292973,	-11.9242,	0.238896,	-12.109,	0.0540764,	0.184793
0.017125,	-6.92805,	30.6311,	0.963202,	-0.0139189,	-0.678369,	0.379582,	-17.8916,	0.325621,	-18.0794,	0.0539609,	0.187779
0.01715,	-6.92805,	30.6311,	0.963202,	-0.0139189,	-0.678369,	0.379582,	-17.8916,	0.325621,	-18.0794,	0.0539609,	0.187779
0.017175,	-5.97359,	30.4682,	0.96288,	-0.013331,	1.33981,	0.382417,	-19.9583,	0.327896,	-20.108,	0.0545208,	0.149701
0.0172,	-5.97359,	30.4682,	0.96288,	-0.013331,	1.33981,	0.382417,	-19.9583,	0.327896,	-20.108,	0.0545208,	0.149701
0.017225,	8.02959,	30.3572,	0.962931,	-0.00987517,	3.06579,	0.308389,	-17.6742,	0.252843,	-17.753,	0.0555456,	0.078875
0.01725,	8.02959,	30.3572,	0.962931,	-0.00987517,	3.06579,	0.308389,	-17.6742,	0.252843,	-17.753,	0.0555456,	0.078875
0.017275,	22.6936,	30.3339,	0.963699,	-0.00431227,	4.1234,	0.185494,	-11.5374,	0.128751,	-11.5281,	0.0567434,	-0.00924616
0.0173,	22.6936,	30.3339,	0.963699,	-0.00431227,	4.1234,	0.185494,	-11.5374,	0.128751,	-11.5281,	0.0567434,	-0.00924616
0.017325,	26.5152,	30.3587,	0.964929,	0.00218449,	4.28215,	0.0349216,	-2.88587,	-0.02287,	-2.79043,	0.0577917,	-0.0954403
0.01735,	26.5152,	30.3587,	0.964929,	0.00218449,	4.28215,	0.0349216,	-2.88587,	-0.02287,	-2.79043,	0.0577917,	-0.0954403
0.017375,	15.5309,	30.3593,	0.96598,	0.00820855,	3.50749,	-0.124315,	6.39436,	-0.182694,	6.55527,	0.0583789,	-0.160907
0.0174,	15.5309,	30.3593,	0.96598,	0.00820855,	3.50749,	-0.124315,	6.39436,	-0.182694,	6.55527,	0.0583789,	-0.160907
0.017425,	-2.82787,	30.2764,	0.966298,	0.0124091,	1.96828,	-0.2567,	14.2805,	-0.314976,	14.4718,	0.0582763,	-0.191366
0.01745,	-2.82787,	30.2764,	0.966298,	0.0124091,	1.96828,	-0.2567,	14.2805,	-0.314976,	14.4718,	0.0582763,	-0.191366
0.017475,	-12.971,	30.1117,	0.965903,	0.0138557,	7.63763e-05,	-0.318314,	19.0535,	-0.375734,	19.2337,	0.05742,	-0.180169
0.0175,	-12.971,	30.1117,	0.965903,	0.0138557,	7.63763e-05,	-0.318314,	19.0535,	-0.375734,	19.2337,	0.05742,	-0.180169
0.017525,	-5.99644,	29.9431,	0.965429,	0.0122757,	-1.96866,	-0.29083,	19.6731,	-0.346763,	19.8028,	0.0559338,	-0.129749
0.01755,	-5.99644,	29.9431,	0.965429,	0.0122757,	-1.96866,	-0.29083,	19.6731,	-0.346763,	19.8028,	0.0559338,	-0.129749
0.017575,	11.1887,	29.8537,	0.965559,	0.00807366,	-3.50807,	-0.194095,	16.0033,	-0.248167,	16.0544,	0.0540719,	-0.0510909
0.0176,	11.1887,	29.8537,	0.965559,	0.00807366,	-3.50807,	-0.194095,	16.0033,	-0.248167,	16.0544,	0.0540719,	-0.0510909
0.017625,	24.7746,	29.8524,	0.966458,	0.00214869,	-4.28266,	-0.0574856,	8.84425,	-0.109633,	8.80559,	0.0521479,	0.0386626
0.01765,	24.7746,	29.8524,	0.966458,	0.00214869,	-4.28266,	-0.0574856,	8.84425,	-0.109633,	8.80559,	0.0521479,	0.0386626
0.017675,	24.9451,	29.8816,	0.967701,	-0.0042479,	-4.12369,	0.100657,	-0.243137,	0.0501651,	-0.363085,	0.0504914,	0.119949
0.0177,	24.9451,	29.8816,	0.967701,	-0.0042479,	-4.12369,	0.100657,	-0.243137,	0.0501651,	-0.363085,	0.0504914,	0.119949
0.017725,	10.9813,	29.8667,	0.968599,	-0.00971535,	-3.06587,	0.257901,	-9.27796,	0.2085,	-9.45301,	0.0494008,	0.17505
0.01775,	10.9813,	29.8667,	0.968599,	-0.00971535,	-3.06587,	0.257901,	-9.27796,	0.2085,	-9.45301,	0.0494008,	0.17505
0.017775,	-6.09191,	29.7612,	0.968721,	-0.0130207,	-1.33983,	0.37338,	-16.2909,	0.324317,	-16.4829,	0.0490622,	0.191955
0.0178,	-6.09191,	29.7612,	0.968721,	-0.0130207,	-1.33983,	0.37338,	-16.2909,	0.324317,	-16.4829,	0.0490622,	0.191955
0.017825,	-10.8956,	29.5922,	0.968296,	-0.0134452,	0.678169,	0.407003,	-19.7534,	0.357525,	-19.9204,	0.0494784,	0.166977
0.01785,	-10.8956,	29.5922,	0.968296,	-0.0134452,	0.678169,	0.407003,	-19.7534,	0.357525,	-19.9204,	0.0494784,	0.166977
0.017875,	0.494432,	29.4494,	0.968036,	-0.0109598,	2.54827,	0.352875,	-18.9107,	0.302402,	-19.0162,	0.0504724,	0.10556
0.0179,	0.494432,	29.4494,	0.968036,	-0.0109598,	2.54827,	0.352875,	-18.9107,	0.302402,	-19.0162,	0.0504724,	0.10556
0.017925,	17.4018,	29.3966,	0.968484,	-0.00613923,	3.86285,	0.237401,	-13.9467,	0.185644,	-13.9678,	0.0517575,	0.0210859
0.01795,	17.4018,	29.3966,	0.968484,	-0.00613923,	3.86285,	0.237401,	-13.9467,	0.185644,	-13.9678,	0.0517575,	0.0210859
0.017975,	26.2985,	29.4152,	0.969576,	-2.44826e-07,	4.33674,	0.0869,	-5.9436,	0.0338992,	-5.87556,	0.0530008,	-0.068036
0.018,	26.2985,	29.4152,	0.969576,	-2.44826e-07,	4.33674,	0.0869,	-5.9436,	0.0338992,	-5.87556,	0.0530008,	-0.068036
0.018025,	19.8473,	29.435,	0.97073,	0.00614842,	3.86387,	-0.0804088,	3.35634,	-0.134273,	3.49872,	0.0538644,	-0.142382
0.01805,	19.8473,	29.435,	0.97073,	0.00614842,	3.86387,	-0.0804088,	3.35634,	-0.134273,	3.49872,	0.0538644,	-0.142382
0.018075,	1.61244,	29.3836,	0.971266,	0.0109371,	2.54884,	-0.234092,	11.9244,	-0.288161,	12.1101,	0.0540689,	-0.185747
0.0181,	1.61244,	29.3836,	0.971266,	0.0109371,	2.54884,	-0.234092,	11.9244,	-0.288161,	12.1101,	0.0540689,	-0.185747
0.018125,	-13.6203,	29.236,	0.970966,	0.013285,	0.678371,	-0.327746,	17.8922,	-0.381229,	18.0809,	0.0534821,	-0.188685
0.01815,	-13.6203,	29.236,	0.970966,	0.013285,	0.678371,	-0.327746,	17.8922,	-0.381229,	18.0809,	0.0534821,	-0.188685
0.018175,	-12.2806,	29.0512,	0.970319,	0.012711,	-1.3398,	-0.329512,	19.9591,	-0.381683,	20.1096,	0.0521713,	-0.150559
0.0182,	-12.2806,	29.0512,	0.970319,	0.012711,	-1.3398,	-0.329512,	19.9591,	-0.381683,	20.1096,	0.0521713,	-0.150559
0.018225,	3.66618,	28.9262,	0.970103,	0.00940965,	-3.06579,	-0.248675,	17.6748,	-0.299042,	17.7545,	0.0503664,	-0.0796862
0.01825,	3.66618,	28.9262,	0.970103,	0.00940965,	-3.06579,	-0.248675,	17.6748,	-0.299042,	17.7545,	0.0503664,	-0.0796862
0.018275,	20.5834,	28.9001,	0.97071,	0.00410845,	-4.1234,	-0.116928,	11.5379,	-0.16531,	11.5294,	0.0483816,	0.00848024
0.0183,	20.5834,	28.9001,	0.97071,	0.00410845,	-4.1234,	-0.116928,	11.5379,	-0.16531,	11.5294,	0.0483816,	0.00848024
0.018325,	26.0374,	28.9302,	0.971875,	-0.0020817,	-4.28215,	0.0428548,	2.88624,	-0.00370538,	2.79152,	0.0465602,	0.094718
0.01835,	26.0374,	28.9302,	0.971875,	-0.0020817,	-4.28215,	0.0428548,	2.88624,	-0.00370538,	2.79152,	0.0465602,	0.094718
0.018375,	15.6445,	28.9393,	0.972917,	-0.00782459,	-3.50749,	0.211362,	-6.39428,	0.16613,	-6.5545,	0.0452328,	0.160226
0.0184,	15.6445,	28.9393,	0.972917,	-0.00782459,	-3.50749,	0.211362,	-6.39428,	0.16613,	-6.5545,	0.0452328,	0.160226
0.018425,	-3.01961,	28.8631,	0.973233,	-0.0118299,	-1.96829,	0.351957,	-14.2762,	0.307314,	-14.4669,	0.0446433,	0.190733
0.01845,	-3.01961,	28.8631,	0.973233,	-0.0118299,	-1.96829,	0.351957,	-14.2762,	0.307314,	-14.4669,	0.0446433,	0.190733
0.018475,	-13.6508,	28.7013,	0.972816,	-0.0132067,	-7.94772e-05,	0.418399,	-19.0469,	0.373536,	-19.2265,	0.0448628,	0.179595
0.0185,	-13.6508,	28.7013,	0.972816,	-0.0132067,	-7.94772e-05,	0.418399,	-19.0469,	0.373536,	-19.2265,	0.0448628,	0.179595
0.018525,	-6.70813,	28.5333,	0.972307,	-0.0116978,	1.96866,	0.390403,	-19.6662,	0.34464,	-19.7954,	0.0457627,	0.129243
0.01855,	-6.70813,	28.5333,	0.972307,	-0.0116978,	1.96866,	0.390403,	-19.6662,	0.34464,	-19.7954,	0.0457627,	0.129243
0.018575,	10.74,	28.446,	0.972408,	-0.00769296,	3.50807,	0.287802,	-16.0036,	0.240728,	-16.0542,	0.0470736,	0.0506471
0.0186,	10.74,	28.446,	0.972408,	-0.00769296,	3.50807,	0.287802,	-16.0036,	0.240728,	-16.0542,	0.0470736,	0.0506471
